row_id,주제,내용,상세내용,주장/검증 매체,label
182,경제,10여 년 동안 500만 가구 이상 공급했지만 자가보유율이 똑같다,"['자가', '주택', '보유', '점유', '했다', '동안', '주거', '공급', '안정', '증가', '정부', '국민', '했지만', '지표', '때문', '조사', '결과', '이재명', '대선', '후보', '지난', '가구', '이상', '했는데', '똑같다', '늘었다', '광역시', '도지역', '지방', '수도권', '수치', '감소', '거주', '비율', '보고서', '따르면', '반면', '전국', '우리나라', '개국']",이재명,대체로 사실
183,경제,"루즈벨트, 공산주의적 사회주의적 정책 만들었다","['정책', '공산주의', '사회주의', '후보', '했다', '루스벨트', '뉴딜', '대선', '하는', '자본주의', '이재명', '수정', '당시', '지난달', '민주당', '가장', '로서', '지금', '상상', '하기', '대해', '사회', '기고', '설명', '토마스']",이재명,대체로 사실 아님
184,경제,"한국, OECD 국가 중 국가부채비율 증가 속도 가장 빠르고 2030년 이후 잠재성장률은 꼴찌다","['후보', '한국', '성장', '대선', '잠재', '꼴찌', '안철수', '보고서', '국민', '했다', '국가', '가장', '국가부채', '비율', '이후', '조선일보', '국민의당', '자신', '페이스북', '있다', '빠르게', '있으며', '대로', '회원', '예상', '중앙', '전망']",안철수,대체로 사실 아님
185,경제,세계적으로 주 4일제를 주도하는 것은 스타트업·중소기업이다,"['했다', '대기업', '스타트업', '중소기업', '시간', '있다', '근무', '도입', '미국', '경쟁', '변화', '정부', '지난', '세계', '축소', '치열한', '소규모', '일부', '시범', '심상정', '정의당', '대선', '후보', '주도하는', '오히려', '데이비드', '요피', '교수', '단축', '서비스업', '다만', '최근', '각국', '논의', '기업', '분야', '또한', '모두', '스페인', '대상']",심상정,대체로 사실
186,경제,경항모 사업에 혈세 20조 원이 넘게 든다,"['항모', '예산', '사업', '함정', '건조', '의원', '호위', '함재기', '확보', '해군', '투입', '되는', '신원식', '지적', '혈세', '했다', '실제', '넘게', '별도', '한다', '국민', '방위사업청', '발언', '방사청', '반영', '이상', '든다', '포함', '하면', '되어', '추가', '아닌', '구입', '안팎', '있다', '하는', '구축함', '구성']",신원식,대체로 사실 아님
187,경제,"우리나라 코로나 지원금, 세계적으로 낮은 수준이다","['원금', '수준', '했습니다', '코로나', '재정', '의료', '우리나라', '세계', '가장', '후보', '국가', '분석', '부문', '있습니다', '낮은', '지원', '지출', '보고서', '민주당', '이재명', '국민', '재난', '정책', '대비', '대선', '더불어', '대상', '추가', '적은', '선진국', '입니다']",이재명,절반의 사실
188,경제,공모주 균등배정제도가 증권사 배만 불린다,"['모주', '배정', '청약', '균등', '증권사', '투자', '증거', '방식', '약자', '공모', '투자자', '소액', '기회', '카카오', '페이', '제도', '있다', '하는', '대출', '도입', '혜택', '안겨주고', '있다는', '일각', '시장', '거래', '수액', '수익률', '기록', '기업', '했다']",온라인 커뮤니티,대체로 사실 아님
189,경제,올해 초과세수 40조 원으로 국민 재난지원금 지급 가능하다,"['초과', '세수', '후보', '이재명', '더불어', '민주당', '대선', '올해', '국민', '재난', '원금', '지급', '예산', '확인', '취재', '결과', '한다', '기획재정부', '국회', '정책', '있다는', '내용']",이재명,전혀 사실 아님
190,경제,코로나 상황에서 대한민국 경제성장률 세계 1위다,"['경제성장률', '우리나라', '세계', '했다', '보고서', '성장', '가장', '높은', '기록', '전망', '코로나', '우리', '평균', '지난', '대한민국', '상황', '밝혔다', '였다', '국가', '중국', '침체', '이재명', '대선', '후보', '페이스북', '적은', '주요', '미국', '프랑스', '이탈리아', '나라', '상회', '선방', '맞다', '경제', '노르웨이', '올해', '선진국', '효과', '방역', '한다']",이재명,대체로 사실 아님
191,경제,한국의 법인세 최고세율은 다른 선진국에 비해 높다,"['세율', '최고', '법인세', '선진국', '한국', '국가', '후보', '다른', '비해', '높은', '포함', '비교', '했습니다', '수준', '자본', '국회예산정책처', '입니다', '홍준표', '국민', '합니다', '평균', '지방세']",언론 보도 및 정치인 발언,대체로 사실
192,경제,"국내 법으로 망 이용료를 강제할 수 없고, 다른 나라에서도 내지 않는다","['이용', '넷플릭스', '국내', '서비스', '브로드밴드', '인터넷', '입장', '대한', '제공', '하는', '있다', '지불', '사업자', '한국', '했다', '대해', '하지', '트래픽', '같은', '내용', '없다', '없다는', '지난', '존재', '않고', '세계', '기존', '내지', '현행', '명시', '미국', '이용대', '전기통신사업법', '판결', '다른', '콘텐츠', '고수', '논란', '정책', '총괄', '부사', '확인', '자체', '관련', '신망', '다만', '여지', '취재', '출시', '애플', '디즈니', '위해', '지급']",딘 가필드,절반의 사실
193,경제,우리 정부의 2030년 온실가스 감축 목표는 과도하다,"['목표', '온실가스', '감축', '우리나라', '개국', '대비', '있다', '비교', '정부', '과도', '세계', '배출량', '경제', '단체', '지난달', '유엔', '기후변화', '협약', '설정', '다른', '나라', '주요', '하면', '우리', '발표', '일각', '한국', '제출', '기준', '참고', '국가', '평균']","경제단체, 다수 언론의 문제 제기",절반의 사실
194,경제,아르헨티나는 2018년 연금 지급을 2배로 올렸다,"['연금', '아르헨티나', '개혁', '경제', '했다', '대통령', '대표', '지급', '포퓰리즘', '이었다', '마크', '수급', '지난', '어려운', '국가', '사례', '하는', '안철수', '있다', '국내', '보고서', '위기', '재임', '크리스티나']",안철수,대체로 사실 아님
195,경제,아일랜드는 사회적 대타협으로 노동개혁에 성공해 선진국에 진입했다,"['아일랜드', '성장', '대타협', '정부', '입니다', '선진국', '노동', '개혁', '했습니다', '고도', '경제', '실업률', '기록', '영국', '유치', '예비', '후보', '임금', '국가', '사정', '정책', '이후', '마이너스', '유럽연합']",홍준표,대체로 사실
196,경제,"대장동 개발이익은 1조 8천억 원, 공공환수는 10%뿐이다","['사업', '개발이익', '대장동', '환수', '했다', '경실련', '이익', '성남시', '택지', '지사', '민간', '이재명', '개발', '공공', '아파트', '분양', '발표', '포함', '때문', '성남', '수익', '공원', '대선', '후보', '의원', '도시', '반면', '가운데', '추정', '범위', '매각', '차이', '심상정', '지난', '근거', '대한', '전문가', '의견', '내용', '하는', '했다고', '추가', '했기', '토지', '보고', '공단', '봐야', '시민단체', '발생']",경제정의실천시민연합,절반의 사실
197,경제,문재인 정부에서 규제를 완화해 줬기 때문에 하나은행이 대부 업체(러시앤캐시)에 대출해줄 수 있었다.,"['대부', '금융', '업체', '대출', '부업', '은행권', '우수', '완화', '규정', '지난', '규제', '했다', '감독', '하나은행', '러시앤캐시', '원희룡', '후보', '페이스북', '해줬다', '정부', '선정', '금융위', '내규', '서민', '차입']",원희룡,사실
198,경제,"공매도는 기관투자자만 이용하고, 개인투자자에게 불리하다","['공매도', '투자자', '기관', '개인', '주식', '이용', '제도', '거래', '의원', '한다', '홍준표', '하는', '폐지', '했다', '불리한', '금융', '위원회', '자료', '내용', '외국인']",홍준표,절반의 사실
199,경제,"중산층 소득 기준, 최하가 244만원이다","['기준', '중산층', '중위', '소득', '후보', '했다', '국내', '정의', '지난', '최하', '언급', '대상', '이재명', '대선', '경선', '해외', '통계', '있다', '역시', '이상', '복지']",이재명,대체로 사실 아님
200,경제,50억 원은 글로벌 대기업 CEO들의 퇴직금에서도 상위에 속하는 금액이다,"['퇴직금', '상위', '달러', '글로벌', '대기업', '하는', '그룹', '금액', '했다', '받은', '지난', '의원', '수준', '국내', '들은', '받았다']",이낙연,전혀 사실 아님
201,경제,탈원전 때문에 전기요금 올랐다,"['전기요금', '인상', '국민', '원전', '정책', '한국전력', '했다', '지난해', '비해', '연료비', '김기현', '원내대표', '때문', '이소영', '의원', '올해', '단가', '하는', '가구', '되는']",김기현,전혀 사실 아님
202,경제,다른 나라도 외국인 부동산 소유 규제하고 있다,"['외국인', '부동산', '있습니다', '싱가포르', '대출', '구입', '나라', '취득세', '국가', '은행', '주택', '규제', '투자', '중국인', '하는', '했습니다', '국내', '합니다', '위원회', '호주', '캐나다', '뉴질랜드', '해외', '매수', '승인', '받아야', '영토', '주권']",언론 보도 내 댓글,절반의 사실
203,경제,외국인 부동산 소유 규제 가능하다,"['외국인', '부동산', '대출', '하는', '은행', '규제', '국내', '있습니다', '소유', '중국인', '주택', '관련', '댓글', '국회', '모델', '조세', '협약', '발의']",언론 보도 내 댓글,대체로 사실 아님
204,경제,"대림동과 가리봉동 건물, 중국인이 점령했다","['건물', '중국인', '입니다', '기준', '했습니다', '대출', '같은', '비율', '은행', '아파트', '외국인', '댓글', '있습니다', '등기', '구로구', '영등포구', '매수', '최근', '서울', '타워팰리스', '국내', '많은', '확인', '대림동', '가리봉동', '있는', '파악', '오피스텔', '집합']",언론 보도 내 댓글,대체로 사실 아님
205,경제,스타벅스 '리유저블 컵 데이'는 일회용컵 사용 절감 위한 친환경 행사이다,"['사용', '일회용', '스타벅스', '플라스틱', '온실가스', '회용', '유저', '하는', '하면', '매장', '배출', '제공', '효과', '배출량', '친환경', '쓰레기', '환경', '했다', '행사', '일회용품', '오히려', '재사용', '있다', '글로벌', '커피', '제작', '된다', '하루', '데이', '코리아', '절감', '위해', '고객', '환경운동', '연합', '자원', '양산', '행태', '그린워', '제품', '기후변화', '감소', '폴리프로필렌', '세척', '연구소', '권고', '횟수', '사회', '용기', '그동안']",스타벅스코리아,대체로 사실 아님
206,경제,알래스카 사례(영구기금배당)는 기본소득이 아닌 주주 배당금이다,"['기본소득', '알래스카', '배당금', '후보', '주주', '대선', '지급', '익금', '분배', '도입', '사례', '있다', '무조건', '홍준표', '아니라', '했다', '아닌', '국민', '세계', '없다', '발언', '검토', '알래스카주', '기금', '제도', '한다', '핵심', '요소', '때문', '정기성', '현금', '보편성', '진행', '실험']",홍준표,대체로 사실 아님
